Company Name,Year,Equity Share Capital,Reserves And Surplus,Total Shareholders Funds,Total Non-Current Liabilities,Total Current Liabilities,Total Capital And Liabilities,Total Revenue,Total Expenses,Profit/Loss Before Tax,Current Tax,Profit/Loss For The Period,Basic Eps (Rs.),Equity Share Dividend,Pbdit Margin (%),Net Profit Margin (%),Return On Networth/Equity (%),Return On Capital Employed (%),Total Debt/Equity (X),Current Ratio (X),Dividend Payout Ratio (Np) (%),Earnings Retention Ratio (%),Score,Comment
TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.,Mar 20,7.67,329.61,337.28,6.15,88.1,431.53,222.15,431.53,1031.96,1036.33,0.9,7.79,919.35,116.98,27.9,89.08,23.23,0.0,12.18,8.6,26.41,34.32,0.28,2.52,0.0,1.0,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.06903906600808263 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.,Mar 19,7.66,259.53,267.19,7.8,103.98,378.97,193.06,378.97,1023.79,1026.98,3.78,6.53,915.11,111.87,37.37,72.84,19.02,11.11,11.93,7.09,27.26,42.06,0.42,1.86,0.15,0.85,850,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.10708401976935748 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.,Mar 18,7.66,199.15,206.81,5.96,131.08,343.85,176.69,343.85,885.08,887.16,3.76,5.21,803.4,83.76,24.2,58.4,15.25,10.72,10.48,6.58,28.24,41.13,0.66,1.35,0.18,0.82,800,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.10205479452054794 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 800"
TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.,Mar 17,7.66,153.11,160.77,3.87,79.77,244.41,134.44,244.41,750.27,751.63,2.44,4.31,695.13,56.51,20.14,37.49,9.79,3.06,8.43,4.99,23.32,35.81,0.52,1.69,0.08,0.92,750,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.10322752734062417 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 750"
TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.TCI Express Ltd.,Mar 16,7.61,115.37,122.98,2.93,72.58,198.5,122.84,198.5,0.0,0.0,0.0,0.0,0.02,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,-0.01,0.61,1.69,-0.0,1.0,100,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : -293.0 and Score: -100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 100"
Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.,Mar 19,39.77,724.04,763.81,158.65,263.64,1186.1,400.15,1186.1,1427.33,1441.92,8.54,67.87,1125.16,311.33,113.3,200.08,50.31,0.0,27.17,13.88,26.19,34.68,0.55,1.52,0.0,1.0,1050,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.7929328268692523 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 1050"
Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.,Mar 18,39.77,524.24,564.01,172.6,360.03,1096.64,287.94,1096.64,1264.01,1269.3,26.09,65.81,1134.48,126.46,32.79,83.07,20.89,0.0,17.28,6.54,14.73,20.71,0.94,0.8,0.0,1.0,450,"ROE Score : 50
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 2.0777657397375706 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 450"
Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.,Mar 17,39.77,438.18,477.95,237.6,439.08,1154.62,292.6,1154.62,1172.36,1178.32,33.59,70.03,1105.9,44.23,9.13,32.4,8.15,0.0,12.61,2.75,6.78,10.88,1.42,0.67,0.0,1.0,200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 7.333333333333333 and Score: 100
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 200"
Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.,Mar 16,39.77,411.17,450.94,427.85,389.0,1267.8,341.37,1267.8,1159.81,1166.27,40.3,73.18,1142.61,56.36,12.27,36.89,9.28,0.0,14.64,3.16,8.18,11.0,1.81,0.88,0.0,1.0,150,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 11.597994036324208 and Score: 50
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 150"
Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.Andhra Paper Ltd.,Mar 15,39.77,374.28,414.05,338.69,493.2,1245.95,315.46,1245.95,1134.95,1152.51,44.6,69.0,1159.94,-6.31,0.0,0.25,0.06,0.0,9.45,0.02,0.06,5.09,2.01,0.64,0.0,1.0,50,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 1354.76 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 50"
Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.,Mar 19,10.28,1041.0,1051.28,87.5,88.8,1227.57,531.07,1227.57,1108.14,1158.09,0.94,27.39,732.85,425.24,138.62,282.49,54.97,23.13,40.93,24.39,26.87,37.42,0.17,5.98,0.08,0.92,1300,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.30974547771602534 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1300"
Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.,Mar 18,10.28,786.39,796.66,84.01,99.28,979.95,462.9,979.95,743.36,760.38,1.21,23.36,557.0,203.37,55.56,143.88,27.93,2.58,30.66,18.92,18.06,23.23,0.23,4.66,0.02,0.98,1150,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.5838893522379761 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1150"
Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.,Mar 17,10.32,669.69,680.01,87.73,53.4,821.13,327.05,821.13,640.79,653.28,1.86,21.61,447.31,205.97,47.84,140.28,27.19,2.58,35.81,21.47,20.63,27.07,0.21,6.12,0.02,0.98,1250,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.6253920729968634 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1250"
Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.,Mar 16,10.32,530.46,540.78,62.48,83.7,686.96,262.77,686.96,630.95,637.11,7.86,18.52,450.55,186.56,52.98,131.57,25.5,20.64,33.75,20.65,24.33,32.23,0.27,3.14,0.16,0.84,1250,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.4748802918598465 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1250"
Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.Vinati Organics Ltd.,Mar 15,10.32,423.73,434.05,76.22,88.93,599.19,240.73,599.19,771.73,780.87,9.76,17.66,607.37,173.5,51.45,115.79,22.85,18.06,26.04,14.83,26.68,35.92,0.38,2.71,0.16,0.84,1200,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.6582606442697987 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 200
 TOTAL SCORE: 1200"
Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.,Mar 19,15.33,484.91,500.24,96.73,105.39,702.39,434.18,702.39,1060.33,1080.16,1.84,17.45,849.38,230.78,80.89,136.26,44.0,21.46,23.58,12.61,27.24,38.96,0.4,4.12,0.16,0.84,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.709892851900778 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.,Mar 18,15.33,380.25,395.58,0.0,134.23,529.81,333.24,529.81,855.81,871.79,3.15,20.04,720.6,151.19,56.5,95.33,31.0,23.0,20.38,10.93,24.1,39.02,0.34,2.48,0.24,0.76,900,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.,Mar 17,4.83,323.21,328.04,0.0,116.4,444.72,280.88,444.72,779.16,783.16,4.39,23.71,662.36,120.8,45.0,77.87,25.0,0.0,19.11,9.94,23.74,38.13,0.35,2.41,0.0,1.0,850,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.,Mar 16,4.83,245.99,250.82,21.27,143.24,415.6,247.45,415.6,652.52,662.72,8.31,29.56,545.14,117.59,42.78,76.48,25.0,36.83,23.82,11.54,30.49,46.23,0.66,1.73,0.48,0.52,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.27811192468619245 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 950"
Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.Fine Organics Industries Ltd.,Mar 15,4.83,202.39,207.22,29.4,134.99,371.61,208.26,371.61,606.32,608.34,7.7,22.58,525.66,82.68,30.0,53.19,18.0,0.0,18.63,8.74,25.67,38.2,0.79,1.54,0.0,1.0,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5527354765933447 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.,Mar 19,22.84,2094.95,2117.79,399.85,2184.53,4702.17,2983.05,4702.17,4285.78,4328.52,40.94,95.85,3733.49,595.03,128.48,569.07,25.0,57.11,17.08,13.15,26.87,25.26,1.22,1.37,0.1,0.9,1100,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.7026376368460822 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 1100"
Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.,Mar 18,22.84,1594.17,1617.02,212.31,1871.63,3701.01,2065.48,3701.01,4342.54,4372.88,52.03,95.22,4038.14,334.74,0.0,221.25,10.0,58.76,11.1,5.06,13.68,21.14,1.29,1.1,0.27,0.73,750,"ROE Score : 50
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.9595932203389831 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 750"
Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.,Mar 17,23.5,1537.1,1560.6,283.89,2183.28,4027.49,2523.48,4027.49,3460.13,3485.2,55.43,105.03,2751.56,733.64,157.88,591.49,24.0,85.75,25.84,16.97,37.9,42.79,1.58,1.16,0.14,0.86,1150,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.479957395729429 and Score: 200
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 1150"
Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.,Mar 16,24.5,1204.57,1229.06,678.62,1792.93,3700.56,2182.9,3700.56,2756.66,2803.17,66.55,110.2,2522.49,107.58,22.55,100.14,4.0,0.0,10.31,3.57,8.15,9.13,2.01,1.22,0.0,1.0,450,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 6.7767126023567 and Score: 100
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 450"
Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.Balrampur Chini Mills Ltd.,Mar 15,24.49,1102.39,1127.07,670.87,2106.06,3903.99,2218.36,3903.99,2986.98,3002.17,102.09,115.92,3078.55,-76.37,0.0,-57.95,-2.0,0.0,4.74,-1.93,-5.14,1.43,2.46,1.05,-0.0,1.0,250,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : -11.576704055220016 and Score: -100
 Share Count Reduction Check score : 100
 Business Growth score: 150
 TOTAL SCORE: 250"
West Coast Paper Mills Ltd.West Coast Paper Mills Ltd.,Mar 19,13.21,1087.41,1103.4,303.49,512.97,1919.86,842.47,1919.86,1979.34,1998.88,28.98,176.02,1673.23,325.65,68.03,296.0,45.0,31.8,26.81,14.81,26.83,25.21,0.74,1.64,0.11,0.89,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 1.0253040540540541 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 900"
West Coast Paper Mills Ltd.West Coast Paper Mills Ltd.,Mar 18,13.21,825.73,838.94,367.73,383.57,1590.25,505.61,1590.25,1710.2,1728.43,42.37,116.22,1505.94,222.48,45.51,223.15,34.0,19.87,22.28,12.91,26.6,21.95,0.9,1.32,0.09,0.91,850,"ROE Score : 200
 ROTC Score: 150
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 1.647904996639032 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 850"
Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.,Mar 19,24.03,4229.22,4253.25,104.48,1851.41,6241.82,3526.34,6241.82,11054.67,11261.12,9.09,161.88,9492.22,1768.9,599.78,1156.43,48.0,360.45,17.55,10.27,27.19,40.5,0.46,1.9,0.31,0.69,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.09034701624828134 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.,Mar 18,24.01,3382.22,3406.23,120.58,1647.97,5187.92,3151.28,5187.92,9913.99,10080.36,7.59,142.07,8562.0,1518.36,513.68,1004.14,84.0,317.91,16.82,9.96,29.48,43.11,0.52,1.91,0.32,0.68,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.12008285697213536 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.,Mar 17,24.0,2672.42,2696.42,64.38,1345.4,4108.8,2339.24,4108.8,9054.09,9204.63,5.45,119.27,7900.63,1304.0,401.87,884.33,74.0,288.8,15.78,9.61,32.8,47.39,0.52,1.74,0.33,0.67,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.07280087750048059 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.,Mar 16,24.0,2067.68,2091.68,69.93,1329.84,3493.91,1724.12,3493.91,8397.23,8521.58,4.87,113.41,7301.12,1220.46,396.66,824.36,69.0,231.01,15.94,9.67,39.41,56.62,0.67,1.3,0.28,0.72,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.0848294434470377 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.Britannia Industries Ltd.,Mar 15,23.99,1217.55,1241.54,68.94,1476.87,2793.35,1672.98,2793.35,7858.42,7946.38,3.86,144.48,7142.85,949.59,293.28,688.48,57.0,191.88,13.97,8.66,55.45,72.42,1.25,1.13,0.28,0.72,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.10013362770160353 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.,Mar 19,39.83,469.72,509.55,32.79,525.44,1067.78,592.09,1067.78,2135.06,2145.79,25.72,46.45,1930.29,215.5,79.14,137.45,3.0,41.82,13.47,6.41,26.97,44.48,1.1,1.13,0.3,0.7,850,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 0.2385594761731539 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.,Mar 18,39.83,384.06,423.89,50.94,314.57,789.39,415.94,789.39,1738.12,1745.99,18.22,41.37,1559.9,186.09,63.66,125.31,3.0,27.88,14.13,7.18,29.56,43.03,0.86,1.32,0.22,0.78,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.40651185061048595 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.,Mar 17,39.83,292.87,332.69,33.26,195.0,560.95,195.44,560.95,1292.44,1297.56,12.24,47.73,1152.28,145.28,48.24,104.96,3.0,33.84,15.88,8.09,31.55,43.04,0.69,1.0,0.32,0.68,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.3168826219512195 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.,Mar 16,39.72,202.46,242.18,17.43,224.35,484.33,167.14,484.33,1255.8,1264.14,14.73,45.23,1158.15,106.0,32.08,71.5,9.0,21.85,13.22,5.66,29.52,46.44,1.0,0.74,0.31,0.69,650,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 0.24377622377622377 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 650"
Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.Jamna Auto Industries Ltd.,Mar 15,39.62,156.8,196.42,46.53,253.1,496.06,206.41,496.06,1095.08,1097.08,18.02,31.1,1049.7,47.38,10.24,29.38,7.0,8.72,8.81,2.68,14.96,26.92,1.53,0.82,0.3,0.7,400,"ROE Score : 50
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 1.5837304288631724 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 400"
DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.,Mar 19,10.02,119.23,129.25,110.49,71.44,311.18,116.75,311.18,483.62,488.72,10.63,10.5,439.83,47.37,10.2,32.76,6.54,5.01,14.16,6.7,25.35,24.19,1.41,1.63,0.15,0.85,700,"ROE Score : 200
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 3.3727106227106227 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 700"
DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.,Mar 18,10.02,92.41,102.43,103.39,63.6,269.42,79.65,269.42,425.31,429.65,10.02,9.97,394.47,35.18,7.6,23.31,23.29,5.0,12.97,5.43,22.76,21.96,1.63,1.25,0.21,0.79,650,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 4.435435435435435 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 650"
DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.DFM Foods Ltd.,Mar 17,10.0,74.59,84.59,90.09,84.57,259.25,70.8,259.25,341.91,346.9,4.49,7.23,321.8,25.1,4.55,18.46,18.46,5.0,10.77,5.32,21.82,16.94,2.06,0.84,0.27,0.73,350,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 4.880281690140845 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 350"
